lectin_id,lectin_name,lectin_origin,lectin_species,lectin_uniprot,lectin_pdb,glycan_id,glycan_iupac,glycan_glytoucan_id,glycan_monosac_composition,binding_value,binding_unit,binding_source,binding_confidence,binding_source_metadata_json
1235,Tail spike protein,Virus lectins,HK620TSP,Q9AYY6,2X6X,,Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc,G35587SF,"Gal:1,Glc:4,GlcNAc:2,Rha:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2X6X"", ""resolution"": ""1.48""}"
1236,Tail spike protein,Virus lectins,HK620TSP,Q9AYY6,2X6Y,,Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc,G35587SF,"Gal:1,Glc:4,GlcNAc:2,Rha:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2X6Y"", ""resolution"": ""1.35""}"
1237,Tail spike protein,Virus lectins,HK620TSP,Q9AYY6,2X85,,Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc,G35587SF,"Gal:1,Glc:4,GlcNAc:2,Rha:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2X85"", ""resolution"": ""1.5""}"
1238,p1 (Fragment),Virus lectins,Equine Rhinitis A virus,B9VV85,2XBO,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XBO"", ""resolution"": ""4.0""}"
1239,Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen),Animal lectins,Homo sapiens,P17931,2XG3,,Gal(b1-4)GlcNAc,G51331BY,"Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XG3"", ""resolution"": ""1.2""}"
1240,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJP,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJP"", ""resolution"": ""0.95""}"
1241,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJQ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJQ"", ""resolution"": ""1.35""}"
1242,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJR,,Man(a1-2)Man(a1-3)[Man(a1-6)]Man,G84430BE,Man:4,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJR"", ""resolution"": ""1.25""}"
1243,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJS,,Man(a1-2)Man,G29313LW,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJS"", ""resolution"": ""1.3""}"
1244,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJT,,Man(a1-2)Man(a1-2)Man,G09342SH,Man:3,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJT"", ""resolution"": ""1.2""}"
1245,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJU,,Man(a1-2)Man,G29313LW,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJU"", ""resolution"": ""1.7""}"
1246,Flocculation protein FLO5 (Flocculin-5),Fungal and yeast lectins,Saccharomyces cerevisiae,P38894,2XJV,,Glc,G15021LG,Glc:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XJV"", ""resolution"": ""1.74""}"
1247,Lectin,Bacterial lectins,Burkholderia cenocepacia,B4EH86,2XR4,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XR4"", ""resolution"": ""1.9""}"
1248,"Heat-labile enterotoxin B chain (LT-B, porcine) (LTP-B)",Bacterial lectins,Escherichia coli,P32890,2XRQ,,Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-3)]Gal(b1-4)Glc,G46613JI,"Gal:3,GalNAc:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XRQ"", ""resolution"": ""2.4""}"
1249,"Heat-labile enterotoxin B chain (LT-B, porcine) (LTP-B)",Bacterial lectins,Escherichia coli,P32890,2XRS,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,G48059CD,"Gal:2,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XRS"", ""resolution"": ""1.81""}"
1250,Shiga-like toxin 1 subunit B (SLT-1 B subunit) (SLT-1b) (SLT-Ib) (Verocytotoxin 1 subunit B) (Verotoxin 1 subunit B),Bacterial lectins,Escherichia coli,P69179,2XSC,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2XSC"", ""resolution"": ""2.05""}"
1251,Mannan-binding lectin (Mvn protein),Bacterial lectins,Microcystis aeruginosa,Q2MDE2,2Y1S,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Y1S"", ""resolution"": ""0.0""}"
1252,Hemolytic lectin LSLa,Fungal and yeast lectins,Laetiporus sulphureus,Q7Z8V1,2Y9F,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Y9F"", ""resolution"": ""1.47""}"
1253,Hemolytic lectin LSLa,Fungal and yeast lectins,Laetiporus sulphureus,Q7Z8V1,2Y9G,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Y9G"", ""resolution"": ""1.67""}"
1254,Microneme antigen L2 (Lectin SML2),Animal lectins,Sarcocystis muris,P81860,2YIL,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YIL"", ""resolution"": ""1.95""}"
1255,Microneme antigen L2 (Lectin SML2),Animal lectins,Sarcocystis muris,P81860,2YIO,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YIO"", ""resolution"": ""2.43""}"
1256,Microneme antigen L2 (Lectin SML2),Animal lectins,Sarcocystis muris,P81860,2YIP,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YIP"", ""resolution"": ""2.14""}"
1257,Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1),Animal lectins,Homo sapiens,O00214,2YRO,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YRO"", ""resolution"": ""0.0""}"
1258,Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1),Animal lectins,Homo sapiens,O00214,2YV8,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YV8"", ""resolution"": ""1.92""}"
1259,Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1),Animal lectins,Homo sapiens,O00214,2YXS,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YXS"", ""resolution"": ""2.13""}"
1260,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),Animal lectins,Homo sapiens,O00182,2YY1,,Gal(b1-4)GlcNAc,G51331BY,"Gal:1,Glc:1,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2YY1"", ""resolution"": ""2.17""}"
1261,Cyanovirin-N (CV-N),Bacterial lectins,Nostoc ellipsosporum,P81180,2Z21,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Z21"", ""resolution"": ""1.8""}"
1262,Hemolytic lectin CEL-III,Animal lectins,Cucumaria echinata,Q868M7,2Z48,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Z48"", ""resolution"": ""1.7""}"
1263,Hemolytic lectin CEL-III,Animal lectins,Cucumaria echinata,Q868M7,2Z49,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Z49"", ""resolution"": ""1.95""}"
1264,Exotoxin (Exotoxin 3) (Superantigen-like protein SSL5),Bacterial lectins,Staphylococcus aureus,Q9ZFS6,2Z8L,,NeuAc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,G90387AM,"Fuc:1,Gal:1,Glc:1,GlcNAc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2Z8L"", ""resolution"": ""1.65""}"
1265,Hemagglutinin glycoprotein,Virus lectins,Morbillivirus,P08362,2ZB5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZB5"", ""resolution"": ""3.0""}"
1266,Hemagglutinin glycoprotein,Virus lectins,Morbillivirus,P08362,2ZB6,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZB6"", ""resolution"": ""2.6""}"
1267,Lectin alpha chain [Cleaved into: Lectin beta chain; Lectin gamma-1 chain; Lectin gamma-2 chain],Plant lectins,Dioclea rostrata,P58908,2ZBJ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZBJ"", ""resolution"": ""2.05""}"
1268,Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170),Animal lectins,Homo sapiens,O15389,2ZG1,,NeuAc(a2-6)Gal(b1-4)Glc,G69893KP,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZG1"", ""resolution"": ""2.7""}"
1269,Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170),Animal lectins,Homo sapiens,O15389,2ZG2,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZG2"", ""resolution"": ""2.85""}"
1270,Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170),Animal lectins,Homo sapiens,O15389,2ZG3,,NeuAc(a2-3)Gal(b1-4)Glc,G56516VH,"Gal:1,Glc:1,Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZG3"", ""resolution"": ""3.0""}"
1271,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGK,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGK"", ""resolution"": ""3.0""}"
1272,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGL,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGL"", ""resolution"": ""1.9""}"
1273,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGM,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGM"", ""resolution"": ""1.9""}"
1274,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGN,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGN"", ""resolution"": ""2.5""}"
1275,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGO,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGO"", ""resolution"": ""2.0""}"
1276,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGP,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGP"", ""resolution"": ""2.7""}"
1277,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGQ,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGQ"", ""resolution"": ""1.9""}"
1278,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGR,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGR"", ""resolution"": ""1.9""}"
1279,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGS,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGS"", ""resolution"": ""1.9""}"
1280,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGT,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGT"", ""resolution"": ""2.8""}"
1281,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,2ZGU,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZGU"", ""resolution"": ""2.4""}"
1282,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),Animal lectins,Homo sapiens,O00182,2ZHK,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,G45207BM,"Gal:2,Glc:2,GlcNAc:2",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZHK"", ""resolution"": ""1.8""}"
1283,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),Animal lectins,Homo sapiens,O00182,2ZHL,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,G45207BM,"Gal:2,Glc:2,GlcNAc:2",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZHL"", ""resolution"": ""1.75""}"
1284,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),Animal lectins,Homo sapiens,O00182,2ZHM,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,G26929DQ,"Gal:3,Glc:3,GlcNAc:3",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZHM"", ""resolution"": ""1.84""}"
1285,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),Animal lectins,Homo sapiens,O00182,2ZHN,,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,G26929DQ,"Gal:3,Glc:3,GlcNAc:3",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZHN"", ""resolution"": ""1.3""}"
1286,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),Animal lectins,Homo sapiens,P09382,2ZKN,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZKN"", ""resolution"": ""1.86""}"
1287,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Virus lectins,Hu/NV/NV/1968/US,Q83884,2ZL5,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZL5"", ""resolution"": ""1.47""}"
1288,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Virus lectins,Hu/NV/NV/1968/US,Q83884,2ZL6,,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,G01650PH,"Fuc:1,Gal:2,Glc:2,GlcNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZL6"", ""resolution"": ""1.43""}"
1289,Capsid protein VP1 (CP) (p59) [Cleaved into: Soluble capsid protein (Protein 30k) (p30)],Virus lectins,Hu/NV/NV/1968/US,Q83884,2ZL7,,GalNAc(a1-3)[Fuc(a1-2)]Gal,G55958KV,"Fuc:1,Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZL7"", ""resolution"": ""1.35""}"
1290,Basic agglutinin (WBA I),Plant lectins,Psophocarpus tetragonolobus,O24313,2ZMK,,Gal(a1-4)Gal,G62763GO,Gal:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZMK"", ""resolution"": ""2.5""}"
1291,Basic agglutinin (WBA I),Plant lectins,Psophocarpus tetragonolobus,O24313,2ZML,,Gal(a1-4)Gal,G62763GO,Gal:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZML"", ""resolution"": ""2.65""}"
1292,Basic agglutinin (WBA I),Plant lectins,Psophocarpus tetragonolobus,O24313,2ZMN,,Gal(a1-6)Glc,G09165XB,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZMN"", ""resolution"": ""2.9""}"
1293,Hemagglutinin components HA-70 type C (HA3) (Hemagglutinin components HA-22/23/53 type C) (Hemagglutinin components HA-22/23/53 type C1) [Cleaved into: Hemagglutinin component HA-23A; Hemagglutinin component HA-23B; Hemagglutinin component HA-22A; Hemagglutinin component HA-22B; Hemagglutinin component HA-53 (HA3b)],Bacterial lectins,Clostridium botulinum,P46085,2ZOE,,NeuAc,G81533KY,"Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZOE"", ""resolution"": ""2.6""}"
1294,29-kDa galactose-binding lectin,Animal lectins,Lumbricus terrestris,O96048,2ZQN,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZQN"", ""resolution"": ""1.9""}"
1295,29-kDa galactose-binding lectin,Animal lectins,Lumbricus terrestris,O96048,2ZQO,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZQO"", ""resolution"": ""1.8""}"
1296,Agglutinin-1 (Agglutinin I) [Cleaved into: Agglutinin-1 chain A (EC 3.2.2.22) (AAG-A); Agglutinin-1 chain B (AAG-B)],Plant lectins,Abrus precatorius,Q9M6E9,2ZR1,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZR1"", ""resolution"": ""2.6""}"
1297,Hemagglutinin components HA-70 type C (HA3) (Hemagglutinin components HA-22/23/53 type C) (Hemagglutinin components HA-22/23/53 type C1) [Cleaved into: Hemagglutinin component HA-23A; Hemagglutinin component HA-23B; Hemagglutinin component HA-22A; Hemagglutinin component HA-22B; Hemagglutinin component HA-53 (HA3b)],Bacterial lectins,Clostridium botulinum,P46085,2ZS6,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZS6"", ""resolution"": ""2.6""}"
1298,L-rhamnose-binding lectin CSL3,Animal lectins,Oncorhynchus keta,P86179,2ZX0,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZX0"", ""resolution"": ""1.9""}"
1299,L-rhamnose-binding lectin CSL3,Animal lectins,Oncorhynchus keta,P86179,2ZX1,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZX1"", ""resolution"": ""1.9""}"
1300,L-rhamnose-binding lectin CSL3,Animal lectins,Oncorhynchus keta,P86179,2ZX2,,Rha,G07006BT,Rha:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZX2"", ""resolution"": ""1.8""}"
1301,L-rhamnose-binding lectin CSL3,Animal lectins,Oncorhynchus keta,P86179,2ZX3,,Gal(a1-6)Glc,G09165XB,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZX3"", ""resolution"": ""2.1""}"
1302,L-rhamnose-binding lectin CSL3,Animal lectins,Oncorhynchus keta,P86179,2ZX4,,Gal(a1-4)Gal(b1-4)Glc,G06000DZ,"Gal:2,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""2ZX4"", ""resolution"": ""2.7""}"
1303,Actinohivin,Bacterial lectins,Actinomycete,Q9KWN0,3A07,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3A07"", ""resolution"": ""1.19""}"
1304,Mannose/sialic acid-binding lectin,Plant lectins,Polygonatum cyrtonema,Q8L568,3A0C,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3A0C"", ""resolution"": ""2.0""}"
1305,Mannose/sialic acid-binding lectin,Plant lectins,Polygonatum cyrtonema,Q8L568,3A0D,,Man,G70323CJ,Man:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3A0D"", ""resolution"": ""2.2""}"
1306,Mannose/sialic acid-binding lectin,Plant lectins,Polygonatum cyrtonema,Q8L568,3A0E,,Man(a1-3)Man,G07490EK,Man:2,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3A0E"", ""resolution"": ""2.0""}"
1307,Cymbosema roseum mannose-specific lectin,Plant lectins,Cymbosema roseum,D5MNX4,3A0K,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3A0K"", ""resolution"": ""1.8""}"
1308,Haemagglutinin I,"Protist, parasites, mold",Physarum polycephalum,O60949,3A5P,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3A5P"", ""resolution"": ""1.82""}"
1309,Anti-tumor lectin (EC 3.1.21.-) (AAL) (Fragment),Fungal and yeast lectins,Agrocybe aegerita,Q6WY08,3AFK,,Gal(b1-3)GalNAc,G78436BB,"Gal:2,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AFK"", ""resolution"": ""1.95""}"
1310,Main hemagglutinin component type C (ANTP33) (HA 33 kDa subunit) (HA1),Bacterial lectins,Clostridium botulinum,P0DPR0,3AH1,,NeuAc,G81533KY,"Neu:1,NeuAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AH1"", ""resolution"": ""2.2""}"
1311,Main hemagglutinin component type C (ANTP33) (HA 33 kDa subunit) (HA1),Bacterial lectins,Clostridium botulinum,P0DPR0,3AH2,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AH2"", ""resolution"": ""1.7""}"
1312,Main hemagglutinin component type C (ANTP33) (HA 33 kDa subunit) (HA1),Bacterial lectins,Clostridium botulinum,P0DPR0,3AH4,,Gal,G68158BT,Gal:1,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AH4"", ""resolution"": ""1.78""}"
1313,Protein OS-9 (Amplified in osteosarcoma 9),Animal lectins,Homo sapiens,Q13438,3AIH,,Man(a1-6)Man(a1-6)Man,G97536OM,Man:3,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AIH"", ""resolution"": ""2.1""}"
1314,Main hemagglutinin component type C (ANTP33) (HA 33 kDa subunit) (HA1),Bacterial lectins,Clostridium botulinum,P0DPR0,3AJ5,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AJ5"", ""resolution"": ""1.8""}"
1315,Main hemagglutinin component type C (ANTP33) (HA 33 kDa subunit) (HA1),Bacterial lectins,Clostridium botulinum,P0DPR0,3AJ6,,GalNAc,G27025MB,"Gal:1,GalNAc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AJ6"", ""resolution"": ""1.48""}"
1316,nan,Animal lectins,Conger myriaster,UPI00020CB737,3AJY,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AJY"", ""resolution"": ""2.01""}"
1317,nan,Animal lectins,Conger myriaster,UPI00020CB748,3AJZ,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AJZ"", ""resolution"": ""1.5""}"
1318,nan,Animal lectins,Conger myriaster,UPI00020CB749,3AK0,,Gal(b1-4)Glc,G74621DY,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3AK0"", ""resolution"": ""1.59""}"
1319,"Lectin CEL-IV, C-type",Animal lectins,Cucumaria echinata,Q7M4F9,3ALS,,nan,nan,,,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3ALS"", ""resolution"": ""3.0""}"
1320,"Lectin CEL-IV, C-type",Animal lectins,Cucumaria echinata,Q7M4F9,3ALT,,Gal(a1-6)Glc,G09165XB,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3ALT"", ""resolution"": ""2.5""}"
1321,"Lectin CEL-IV, C-type",Animal lectins,Cucumaria echinata,Q7M4F9,3ALU,,Gal(a1-4)Glc(a1-2)Fruf,nan,"Gal:1,Glc:1",,nM,UniLectin3D,high,"{""source"": ""UniLectin3D"", ""pdb"": ""3ALU"", ""resolution"": ""1.65""}"
